-1.43600000E-5,4.65310444E-5
-1.43200000E-5,3.25605539E-5
-1.42800000E-5,4.31737195E-5
-1.42400000E-5,7.14156609E-5
-1.42000000E-5,3.18565897E-5
-1.41600000E-5,2.11659285E-5
-1.41200000E-5,6.07638429E-5
-1.40800000E-5,5.51768179E-5
-1.40400000E-5,3.93782862E-5
-1.40000000E-5,6.27885794E-5
-1.39600000E-5,3.77617509E-5
-1.39200000E-5,4.13182030E-5
-1.38800000E-5,3.25376944E-5
-1.38400000E-5,5.89866039E-5
-1.38000000E-5,2.16310832E-5
-1.37600000E-5,2.06777998E-5
-1.37200000E-5,5.96140072E-5
-1.36800000E-5,3.83484800E-5
-1.36400000E-5,6.79287985E-5
-1.36000000E-5,3.10726788E-5
-1.35600000E-5,1.71713966E-5
-1.35200000E-5,7.22539502E-5
-1.34800000E-5,4.94868150E-5
-1.34400000E-5,3.63870675E-5
-1.34000000E-5,7.17436391E-5
-1.33600000E-5,2.42984913E-5
-1.33200000E-5,2.26659438E-5
-1.32800000E-5,5.40479726E-5
-1.32400000E-5,1.95196862E-5
-1.32000000E-5,1.71742195E-5
-1.31600000E-5,2.70438814E-5
-1.31200000E-5,1.25517597E-5
-1.30800000E-5,3.31795935E-5
-1.30400000E-5,8.18913639E-5
-1.30000000E-5,4.33191739E-5
-1.29600000E-5,1.14121856E-5
-1.29200000E-5,1.83851380E-5
-1.28800000E-5,3.48806625E-5
-1.28400000E-5,6.07155107E-5
-1.28000000E-5,-1.91816980E-5
-1.27600000E-5,3.40419250E-5
-1.27200000E-5,3.43998676E-5
-1.26800000E-5,3.13618711E-5
-1.26400000E-5,5.07560412E-5
-1.26000000E-5,3.09242204E-5
-1.25600000E-5,2.71772528E-5
-1.25200000E-5,3.05230477E-5
-1.24800000E-5,3.32759814E-5
-1.24400000E-5,5.39972752E-5
-1.24000000E-5,2.28467510E-5
-1.23600000E-5,5.93528244E-5
-1.23200000E-5,4.33044492E-5
-1.22800000E-5,3.29323534E-5
-1.22400000E-5,4.80645432E-5
-1.22000000E-5,2.93438865E-5
-1.21600000E-5,1.98707433E-5
-1.21200000E-5,5.84797737E-5
-1.20800000E-5,3.43374782E-5
-1.20400000E-5,4.20523797E-5
-1.20000000E-5,2.80144168E-5
-1.19600000E-5,2.77269221E-5
-1.19200000E-5,6.22367548E-5
-1.18800000E-5,2.92079593E-5
-1.18400000E-5,5.21815269E-5
-1.18000000E-5,7.58038315E-5
-1.17600000E-5,2.70096922E-5
-1.17200000E-5,5.12852351E-5
-1.16800000E-5,5.73468562E-5
-1.16400000E-5,5.23025005E-5
-1.16000000E-5,3.61979538E-5
-1.15600000E-5,4.42168009E-5
-1.15200000E-5,8.54725241E-6
-1.14800000E-5,1.32223740E-5
-1.14400000E-5,2.71099806E-5
-1.14000000E-5,1.68992656E-5
-1.13600000E-5,4.38156759E-5
-1.13200000E-5,5.15827052E-5
-1.12800000E-5,6.53427102E-5
-1.12400000E-5,2.21959540E-5
-1.12000000E-5,7.46358283E-5
-1.11600000E-5,3.03987935E-5
-1.11200000E-5,4.62910903E-5
-1.10800000E-5,8.63211989E-6
-1.10400000E-5,2.48248051E-5
-1.10000000E-5,5.05294005E-5
-1.09600000E-5,1.36918012E-5
-1.09200000E-5,1.86856980E-5
-1.08800000E-5,8.11662075E-6
-1.08400000E-5,2.03679414E-5
-1.08000000E-5,1.84013886E-5
-1.07600000E-5,4.86751428E-5
-1.07200000E-5,4.92851511E-5
-1.06800000E-5,1.25383988E-5
-1.06400000E-5,5.93248055E-5
-1.06000000E-5,3.52303367E-5
-1.05600000E-5,5.58899088E-5
-1.05200000E-5,6.36844039E-5
-1.04800000E-5,2.08881803E-5
-1.04400000E-5,7.58719795E-6
-1.04000000E-5,1.12289657E-5
-1.03600000E-5,3.47983699E-5
-1.03200000E-5,3.51645141E-5
-1.02800000E-5,6.87521914E-5
-1.02400000E-5,3.26912359E-5
-1.02000000E-5,1.67449420E-5
-1.01600000E-5,3.49839645E-5
-1.01200000E-5,3.12357572E-5
-1.00800000E-5,6.12610410E-5
-1.00400000E-5,6.16051840E-5
-1.00000000E-5,4.11731396E-5
-9.96000000E-6,3.91344698E-5
-9.92000000E-6,6.32117915E-5
-9.88000000E-6,3.22866682E-5
-9.84000000E-6,5.13972156E-5
-9.80000000E-6,4.03397426E-5
-9.76000000E-6,3.02633335E-5
-9.72000000E-6,4.56666148E-5
-9.68000000E-6,1.77023643E-5
